electricity,rpm,pressure_steam,vibration,status
187.52,388.19,90.14,35.32,Fail
180.78,416.7,98.67,38.24,Maintenance
160.0,543.76,94.83,41.44,Maintenance
144.76,453.02,74.54,49.48,Maintenance
167.62,448.61,95.06,42.01,Maintenance
188.83,423.47,117.02,39.56,Normal
139.89,446.81,82.8,39.36,Normal
174.87,394.94,103.57,49.43,Maintenance
193.32,461.51,103.13,46.39,Fail
142.15,478.98,153.19,39.82,Fail
166.89,524.55,106.45,44.09,Normal
167.12,369.01,99.27,41.29,Maintenance
180.03,457.52,108.63,38.57,Normal
204.68,435.21,124.58,24.53,Fail
190.83,397.91,104.52,49.74,Maintenance
137.03,475.14,115.58,40.6,Fail
199.49,384.16,98.4,45.55,Normal
179.66,439.71,91.44,33.69,Maintenance
195.27,481.19,84.5,29.11,Normal
144.82,469.54,115.64,37.35,Fail
174.77,432.1,103.68,41.32,Normal
150.56,444.56,110.35,46.27,Fail
153.96,433.13,103.02,27.99,Fail
176.26,416.18,110.55,40.97,Normal
140.98,403.14,91.66,32.2,Normal
154.67,337.08,107.32,38.2,Normal
187.51,459.51,107.63,35.54,Fail
163.86,382.3,93.66,48.04,Maintenance
200.38,500.03,95.63,33.79,Normal
203.1,441.48,99.24,40.59,Normal
176.6,467.15,89.04,39.16,Maintenance
181.48,461.22,99.82,45.66,Normal
169.92,451.75,91.65,34.91,Maintenance
157.7,374.14,106.13,37.71,Fail
161.58,410.83,114.13,40.34,Normal
173.76,386.19,98.31,34.19,Normal
164.18,376.8,107.15,37.86,Normal
204.06,506.19,113.21,41.27,Fail
175.43,505.14,98.39,40.77,Fail
182.16,486.27,107.77,34.9,Maintenance
166.58,475.02,105.24,43.75,Fail
194.13,427.03,98.81,46.54,Normal
170.49,401.4,111.64,45.06,Fail
176.09,497.59,112.4,36.63,Normal
186.04,552.15,95.78,42.51,Maintenance
145.71,454.54,116.55,40.21,Normal
174.28,501.97,86.52,32.62,Maintenance
150.34,427.87,94.77,38.79,Fail
189.88,380.76,92.75,37.57,Maintenance
190.95,455.4,98.28,38.85,Maintenance
212.43,384.51,81.89,42.93,Maintenance
171.85,453.18,86.31,48.24,Maintenance
172.6,359.21,102.09,37.09,Normal
161.24,457.49,108.36,43.35,Maintenance
167.4,417.88,95.54,49.82,Maintenance
167.79,396.12,94.29,39.87,Normal
187.77,468.24,94.28,44.98,Maintenance
194.0,420.82,125.28,48.2,Maintenance
164.09,563.7,109.69,49.15,Maintenance
184.47,430.67,88.74,38.89,Maintenance
166.48,418.87,100.11,38.53,Normal
185.35,419.16,85.57,40.94,Fail
143.05,428.3,101.44,36.09,Fail
169.49,498.05,81.03,43.42,Fail
167.63,455.78,94.92,45.58,Maintenance
171.19,523.33,104.3,36.92,Maintenance
168.5,527.15,84.68,52.15,Maintenance
183.09,372.46,121.4,35.43,Normal
165.69,405.36,94.32,48.32,Maintenance
190.36,360.83,103.77,35.91,Normal
187.18,410.55,110.05,37.51,Maintenance
155.05,415.42,118.5,40.18,Normal
175.89,578.74,106.22,46.14,Normal
163.14,431.02,88.55,36.0,Maintenance
190.29,443.51,81.44,37.61,Maintenance
167.53,445.07,81.41,36.42,Fail
197.65,306.79,100.63,33.8,Maintenance
159.11,523.69,71.91,36.06,Maintenance
164.67,425.69,91.31,39.39,Normal
173.55,442.37,92.93,40.63,Fail
168.02,478.91,104.29,44.73,Fail
149.89,465.26,92.69,35.61,Normal
164.13,381.98,83.56,41.91,Fail
187.17,482.29,106.9,41.08,Fail
171.31,482.51,105.44,41.36,Fail
167.94,506.12,93.6,38.68,Normal
185.67,445.37,92.02,27.33,Maintenance
158.68,486.29,90.71,46.82,Normal
184.11,505.32,104.63,45.1,Normal
209.87,506.05,81.32,32.56,Normal
163.96,468.99,108.3,38.42,Normal
158.9,419.8,93.39,42.95,Maintenance
179.55,462.44,107.9,45.45,Fail
162.23,409.2,110.37,42.13,Fail
184.13,377.56,114.28,46.23,Normal
172.24,385.03,106.12,30.16,Fail
155.78,509.54,86.33,40.44,Maintenance
175.56,348.45,97.51,46.82,Normal
190.23,425.23,101.05,38.1,Maintenance
182.81,425.93,99.23,37.14,Fail
169.08,477.71,115.33,38.09,Maintenance
143.26,487.48,97.73,32.65,Normal
172.85,448.44,109.56,38.29,Maintenance
153.66,374.41,89.39,45.75,Maintenance
156.34,450.95,95.44,36.71,Maintenance
200.36,407.49,105.66,45.62,Normal
197.19,434.0,86.05,46.94,Normal
172.66,407.25,87.2,39.11,Maintenance
180.68,348.89,91.73,39.2,Normal
158.76,475.52,89.1,40.33,Fail
161.41,484.42,87.3,42.78,Maintenance
150.66,524.22,99.92,44.37,Normal
164.66,480.46,97.24,41.12,Maintenance
161.55,520.68,117.54,36.33,Normal
159.19,511.22,88.42,53.41,Normal
176.59,390.8,92.27,45.3,Maintenance
158.48,556.13,97.89,42.72,Fail
189.76,571.09,102.87,35.83,Normal
175.28,462.83,108.19,37.59,Normal
149.92,470.65,109.1,42.25,Fail
172.13,439.55,96.48,42.01,Normal
174.65,465.22,106.26,49.33,Maintenance
186.85,446.4,108.13,42.89,Maintenance
190.87,532.4,106.68,38.81,Normal
159.14,316.52,109.64,34.84,Fail
178.13,368.08,103.64,40.19,Fail
153.48,446.95,94.96,43.89,Normal
166.35,510.44,96.65,42.09,Normal
184.6,450.81,88.42,39.01,Normal
168.07,427.41,102.15,44.4,Maintenance
205.54,435.55,104.9,39.48,Fail
198.0,451.83,96.2,49.91,Fail
164.33,427.18,90.36,42.13,Fail
170.65,406.65,101.43,44.97,Maintenance
195.13,512.11,102.21,39.16,Normal
174.69,439.26,94.92,42.15,Normal
150.5,371.24,121.44,40.45,Normal
176.53,492.24,101.76,35.65,Maintenance
183.1,455.66,107.51,37.12,Normal
172.83,393.52,103.1,50.01,Maintenance
153.97,388.35,128.3,57.41,Maintenance
153.44,463.6,98.92,38.61,Fail
174.86,470.02,117.12,37.95,Maintenance
158.08,455.48,103.83,44.47,Normal
202.61,525.48,105.61,40.26,Maintenance
165.87,399.68,96.16,34.84,Fail
164.87,505.75,105.42,44.35,Maintenance
166.22,465.24,102.51,41.39,Maintenance
150.31,476.53,123.57,40.97,Fail
196.83,414.3,111.37,42.93,Maintenance
145.74,390.02,86.46,37.49,Normal
202.41,534.26,101.94,25.33,Fail
161.91,429.48,98.57,36.39,Normal
157.4,407.26,102.2,40.44,Normal
178.28,450.66,93.96,30.9,Fail
168.97,436.39,96.17,41.77,Fail
152.18,482.44,88.63,40.13,Fail
140.58,432.04,107.31,33.37,Maintenance
166.83,528.44,94.44,34.24,Fail
194.0,425.28,94.47,31.61,Fail
166.23,510.75,102.23,37.49,Fail
173.99,355.23,100.34,36.87,Maintenance
206.34,504.36,101.74,42.33,Fail
206.04,387.76,96.64,39.63,Normal
150.26,340.99,89.6,35.83,Normal
168.07,393.22,88.42,37.13,Fail
172.31,388.59,119.86,28.06,Normal
159.31,402.22,99.45,38.54,Fail
190.57,476.79,89.4,36.22,Normal
182.19,416.88,105.05,38.91,Fail
168.29,512.7,83.36,42.72,Normal
159.01,502.02,109.19,34.63,Fail
175.25,368.21,126.03,38.0,Fail
162.8,414.63,97.68,40.05,Maintenance
165.71,426.29,99.96,39.07,Normal
170.69,473.26,79.21,43.75,Fail
144.62,460.48,101.93,38.25,Normal
161.25,475.68,111.74,40.14,Maintenance
161.15,365.75,95.52,40.61,Normal
149.56,502.66,107.38,42.96,Maintenance
187.62,418.54,101.7,37.73,Fail
142.71,459.01,86.42,36.01,Maintenance
169.78,408.16,96.33,34.28,Fail
164.13,452.62,103.79,35.4,Fail
148.82,446.45,98.72,38.86,Normal
145.99,468.66,81.43,39.55,Fail
163.95,431.27,94.38,38.37,Normal
169.04,445.63,110.96,38.99,Fail
182.31,512.56,102.78,45.18,Fail
155.49,483.41,108.03,42.51,Normal
167.92,432.82,107.16,46.38,Maintenance
152.33,436.64,85.2,39.4,Fail
185.6,412.14,91.06,37.76,Fail
167.85,406.89,105.04,54.14,Fail
175.53,474.92,111.43,40.56,Fail
181.39,429.19,90.28,36.77,Normal
197.51,477.34,112.36,32.82,Fail
165.57,477.24,90.52,45.6,Fail
171.27,466.51,94.57,34.97,Fail
171.76,408.1,107.86,38.36,Normal
180.88,497.39,104.74,44.16,Fail
145.1,358.0,91.4,46.31,Normal
188.35,519.86,100.91,40.78,Maintenance
179.8,434.8,100.0,45.98,Fail
148.91,372.02,119.58,36.21,Normal
173.81,405.08,93.43,40.91,Fail
183.16,444.89,107.81,38.24,Maintenance
171.67,360.74,101.89,39.95,Normal
180.19,408.61,77.2,41.97,Normal
145.16,526.78,81.92,46.9,Fail
187.17,370.8,99.38,44.65,Fail
139.98,465.52,104.03,41.79,Maintenance
160.15,403.04,98.03,41.41,Fail
151.37,451.61,101.45,31.26,Fail
175.94,395.96,87.27,39.8,Maintenance
185.55,502.3,118.7,42.0,Fail
197.86,461.17,90.59,43.3,Maintenance
175.66,420.93,90.8,42.13,Normal
162.83,362.04,110.74,38.25,Maintenance
186.73,432.34,96.93,41.55,Maintenance
173.98,449.95,74.03,41.18,Maintenance
172.6,510.79,90.58,40.39,Fail
180.02,492.33,102.41,33.5,Fail
168.51,519.69,88.71,50.83,Fail
167.9,456.56,91.33,34.26,Normal
175.42,470.66,93.34,42.62,Fail
180.3,375.9,121.83,43.01,Normal
157.79,399.23,99.94,40.09,Maintenance
187.65,411.79,112.08,41.5,Fail
143.07,417.94,98.2,41.06,Normal
187.82,386.98,80.94,40.99,Fail
169.89,456.9,120.31,37.16,Maintenance
188.74,454.46,99.8,44.15,Normal
168.86,425.48,97.92,41.29,Maintenance
187.86,447.55,100.31,55.72,Fail
148.5,472.22,119.39,38.28,Fail
173.75,531.01,90.33,27.94,Normal
183.94,378.49,98.9,38.51,Maintenance
207.31,311.38,102.09,44.92,Normal
195.47,399.44,87.97,29.57,Normal
188.61,471.48,91.65,47.91,Maintenance
171.54,497.0,102.35,34.53,Maintenance
155.75,424.62,108.39,46.83,Normal
161.52,472.18,109.7,42.87,Fail
149.86,343.89,94.78,43.08,Normal
190.46,444.84,77.53,32.66,Maintenance
149.4,419.48,89.45,39.81,Normal
169.87,462.85,93.04,36.15,Maintenance
152.37,475.29,102.94,40.14,Maintenance
167.42,331.9,100.72,33.77,Normal
162.59,435.59,126.92,30.06,Maintenance
177.96,530.43,110.99,37.86,Fail
186.83,383.9,90.62,44.54,Maintenance
197.13,416.73,104.81,41.73,Maintenance
165.48,454.02,86.16,32.84,Maintenance
188.54,494.02,109.88,34.64,Maintenance
175.5,470.8,112.07,42.4,Maintenance
194.7,400.61,102.21,47.43,Maintenance
167.81,413.17,88.17,39.77,Fail
168.61,489.52,87.87,35.2,Normal
141.61,535.7,79.01,39.69,Fail
182.13,475.82,100.32,49.08,Fail
155.08,453.6,94.84,46.94,Fail
182.15,321.47,90.45,41.04,Normal
175.2,476.14,93.56,39.78,Normal
153.31,491.03,115.51,41.65,Normal
182.39,400.27,89.22,36.89,Normal
165.85,412.26,98.23,47.08,Normal
200.09,487.74,91.39,45.81,Maintenance
182.0,391.71,114.58,34.94,Fail
174.05,414.64,94.63,42.1,Maintenance
179.85,469.54,101.45,35.7,Normal
151.08,412.82,98.88,38.7,Maintenance
167.12,474.59,94.48,46.09,Maintenance
166.06,384.61,109.84,42.57,Normal
180.2,487.14,116.49,43.33,Fail
155.37,449.47,113.44,42.47,Maintenance
138.36,450.21,105.52,42.43,Maintenance
164.63,492.52,104.02,42.84,Normal
172.71,451.25,90.97,31.62,Normal
151.8,556.72,92.58,37.35,Maintenance
146.2,359.73,103.15,37.96,Normal
197.01,360.09,106.21,45.18,Fail
183.84,508.11,111.29,49.28,Normal
198.43,357.23,91.2,39.69,Fail
147.34,406.42,111.65,44.58,Maintenance
173.57,488.38,104.31,47.23,Maintenance
172.37,421.4,103.16,37.16,Maintenance
169.98,481.07,84.78,35.73,Fail
153.23,431.87,93.25,39.72,Normal
162.64,489.88,88.91,47.59,Normal
191.74,457.35,109.43,41.29,Fail
174.4,446.63,95.62,31.07,Maintenance
183.54,497.29,89.18,43.01,Maintenance
184.81,460.75,108.4,36.44,Fail
146.39,443.58,103.32,41.44,Maintenance
160.93,424.03,98.09,42.95,Maintenance
181.38,425.34,99.32,40.72,Normal
170.25,380.15,104.22,42.93,Maintenance
195.36,473.0,126.04,42.8,Maintenance
162.63,406.42,110.5,33.89,Fail
172.21,441.54,100.16,43.37,Fail
190.32,436.02,112.23,41.19,Normal
162.33,434.73,82.28,33.88,Normal
162.66,441.71,99.72,45.16,Maintenance
178.89,445.28,113.6,41.05,Fail
151.01,433.35,124.04,43.66,Normal
149.57,469.8,83.74,38.23,Maintenance
190.47,486.15,113.14,46.39,Maintenance
136.12,406.17,104.02,45.81,Normal
161.59,346.08,95.31,35.56,Maintenance
168.95,407.11,99.94,41.97,Maintenance
181.25,487.35,86.97,37.27,Normal
179.02,518.22,109.9,44.03,Normal
164.93,494.96,93.81,41.24,Normal
183.6,479.79,107.08,37.0,Normal
161.65,566.03,110.01,35.68,Normal
151.83,425.76,114.71,53.68,Fail
192.23,450.48,98.47,42.28,Normal
180.32,473.62,94.87,44.16,Maintenance
175.75,462.42,101.19,35.75,Fail
168.25,471.93,100.7,36.4,Maintenance
150.06,423.46,102.86,35.5,Fail
171.54,438.95,99.75,45.69,Normal
182.35,473.33,111.89,41.2,Maintenance
169.45,453.42,111.32,39.69,Maintenance
158.34,465.92,98.74,35.37,Fail
186.53,386.12,96.93,39.46,Fail
149.31,485.36,113.43,45.11,Maintenance
155.88,446.98,106.96,39.43,Maintenance
157.95,444.84,116.67,40.75,Normal
178.67,422.63,97.77,43.1,Maintenance
158.37,444.27,88.38,37.0,Fail
166.73,477.89,95.97,42.73,Maintenance
155.34,421.59,91.32,32.27,Maintenance
156.71,481.27,100.84,40.34,Fail
194.89,375.49,95.29,39.62,Normal
157.82,470.33,110.24,36.52,Fail
163.9,474.22,83.89,29.96,Normal
156.71,423.02,94.02,42.41,Normal
188.2,512.98,81.85,43.15,Maintenance
179.57,388.05,123.52,46.71,Maintenance
144.75,476.66,101.86,40.0,Maintenance
182.25,363.54,91.69,36.18,Normal
174.17,419.06,118.45,33.67,Maintenance
153.71,515.93,87.32,40.29,Normal
177.54,404.44,82.81,41.73,Normal
165.09,451.44,113.45,40.27,Normal
162.67,454.42,98.8,37.75,Normal
158.15,444.62,107.17,45.32,Maintenance
158.81,450.56,111.14,41.34,Maintenance
171.43,440.34,100.84,43.75,Normal
165.93,378.62,118.47,50.01,Maintenance
157.88,392.37,88.37,35.68,Normal
154.15,468.78,102.02,37.9,Normal
171.7,411.2,87.41,40.64,Normal
157.2,437.11,100.46,39.36,Fail
164.36,439.26,108.74,39.22,Normal
171.16,516.82,104.26,43.61,Maintenance
158.62,338.59,111.63,48.08,Fail
157.99,437.66,98.84,45.83,Normal
174.21,430.17,105.7,53.82,Maintenance
161.14,491.63,100.35,47.79,Maintenance
179.63,421.97,76.29,33.85,Normal
174.91,455.61,100.62,50.74,Maintenance
147.81,511.94,84.79,45.94,Maintenance
167.33,453.28,109.95,38.06,Normal
171.34,513.02,92.2,36.84,Maintenance
188.3,390.2,84.06,38.22,Maintenance
132.93,372.0,86.82,31.68,Maintenance
148.86,409.03,96.06,42.76,Fail
183.06,435.76,120.79,38.49,Fail
176.83,496.78,103.47,45.17,Normal
168.62,510.93,86.34,42.51,Normal
169.23,416.5,93.39,33.25,Normal
142.6,552.56,103.46,31.43,Maintenance
174.15,485.32,125.77,51.83,Maintenance
183.36,498.3,113.08,39.16,Normal
173.79,496.34,100.68,38.48,Normal
161.63,459.29,115.51,48.68,Fail
154.62,359.32,100.26,40.84,Maintenance
160.61,517.72,105.4,56.82,Maintenance
176.89,498.53,89.79,49.81,Maintenance
181.84,385.4,90.85,41.62,Maintenance
152.56,421.41,85.65,37.59,Fail
181.53,433.78,93.68,32.04,Normal
173.0,389.96,114.81,40.14,Fail
183.86,418.11,115.6,41.24,Fail
193.98,546.67,109.53,46.84,Normal
146.82,279.7,112.66,34.61,Normal
168.79,462.64,90.97,43.41,Maintenance
155.22,429.54,107.26,44.62,Maintenance
179.29,358.88,99.94,45.97,Maintenance
173.64,388.35,101.99,44.1,Fail
166.63,449.76,101.16,43.63,Fail
183.17,460.39,112.77,36.83,Normal
166.64,587.22,113.48,38.57,Fail
177.65,415.51,111.65,43.06,Normal
174.53,462.53,110.25,33.55,Fail
157.72,378.68,99.77,39.73,Fail
154.51,353.41,99.56,36.34,Normal
156.17,403.94,112.08,34.34,Fail
164.68,463.52,103.0,41.6,Maintenance
142.96,543.92,99.52,40.3,Fail
170.76,488.21,99.73,39.26,Normal
168.69,489.08,97.79,33.5,Maintenance
170.63,393.03,109.73,35.13,Normal
149.62,278.38,93.73,48.24,Fail
193.55,519.8,102.01,41.34,Normal
165.64,464.26,104.37,44.26,Normal
173.44,415.38,97.67,38.44,Normal
167.27,461.07,102.45,41.48,Fail
161.32,296.05,86.19,39.37,Fail
160.06,443.96,94.25,32.39,Normal
211.3,536.12,84.34,43.65,Normal
153.36,397.27,100.03,34.96,Fail
202.06,414.86,103.36,41.38,Normal
195.6,453.75,98.52,44.1,Normal
173.59,345.69,98.44,38.94,Normal
169.37,392.53,100.75,47.02,Fail
175.81,467.02,96.68,50.88,Normal
179.5,495.59,94.76,36.06,Maintenance
154.99,413.38,104.86,45.24,Maintenance
175.36,418.99,85.37,46.77,Fail
153.48,387.03,88.27,36.66,Normal
156.71,465.57,93.76,39.34,Maintenance
137.47,408.83,104.66,36.51,Fail
168.96,469.39,98.23,44.5,Normal
164.86,475.88,105.95,42.46,Normal
183.01,350.62,100.09,44.72,Fail
158.47,390.53,74.3,42.21,Fail
148.55,459.2,94.18,43.0,Normal
158.88,422.18,83.8,42.16,Fail
179.11,465.16,106.75,41.01,Fail
171.49,414.1,94.74,43.76,Normal
133.68,417.41,96.11,40.54,Normal
178.27,408.75,136.55,57.5,Maintenance
156.51,355.81,90.1,39.76,Maintenance
196.26,459.58,93.54,41.99,Normal
202.8,381.42,90.37,43.2,Fail
178.28,514.86,108.53,42.43,Fail
196.92,488.74,108.61,47.53,Fail
167.45,495.02,108.2,48.75,Normal
178.31,366.29,98.46,41.71,Normal
203.39,417.19,90.31,41.05,Normal
153.9,388.4,120.61,46.87,Maintenance
184.49,394.37,101.76,41.96,Maintenance
163.0,352.81,100.24,37.99,Fail
126.66,410.79,85.78,35.18,Fail
157.52,402.36,108.47,39.25,Fail
164.23,496.58,90.73,48.62,Fail
176.32,464.19,81.04,38.64,Fail
170.6,478.64,92.82,45.08,Maintenance
168.38,387.94,105.1,45.68,Normal
162.95,497.28,103.03,51.63,Normal
193.48,321.53,95.12,39.07,Normal
173.58,403.8,96.15,41.02,Normal
138.43,571.74,94.1,37.99,Normal
174.1,481.78,101.95,50.04,Maintenance
186.97,490.65,109.68,42.49,Normal
207.37,422.84,98.02,39.4,Maintenance
151.04,483.09,96.14,31.49,Fail
204.73,401.86,90.66,41.83,Fail
173.63,459.08,106.96,51.51,Normal
156.89,425.4,111.37,54.12,Maintenance
162.88,372.08,149.33,49.5,Maintenance
179.42,402.69,115.4,38.93,Maintenance
197.48,487.38,103.11,38.16,Maintenance
170.36,452.1,92.09,45.06,Normal
169.52,484.97,92.24,35.63,Fail
163.59,461.43,99.25,47.1,Fail
177.7,496.92,112.85,46.84,Normal
197.74,460.87,96.96,46.57,Fail
165.91,404.56,96.23,33.09,Fail
178.03,390.48,99.14,41.38,Fail
173.28,491.3,91.76,43.15,Fail
162.93,522.26,90.15,61.43,Maintenance
174.77,434.28,114.41,47.27,Fail
165.46,363.87,100.72,36.32,Fail
182.68,457.34,108.19,46.49,Normal
179.46,421.03,86.08,41.65,Fail
179.59,454.39,90.09,30.89,Normal
149.67,521.36,103.32,48.57,Fail
188.64,468.34,103.63,36.17,Normal
146.51,430.06,105.26,32.24,Normal
175.4,411.26,88.51,45.22,Maintenance
165.02,477.93,114.31,34.82,Fail
183.29,357.72,103.1,30.72,Fail
188.38,456.23,92.75,39.99,Normal
180.24,477.39,101.42,37.43,Normal
173.1,428.62,100.13,49.59,Normal
165.44,465.53,113.51,42.93,Maintenance
175.35,406.99,87.63,41.76,Normal
169.11,358.51,93.23,31.6,Fail
191.28,437.43,74.56,37.18,Fail
201.3,381.68,105.22,37.22,Maintenance
181.86,500.45,105.26,42.34,Fail
142.21,399.3,89.43,35.34,Fail
159.88,432.12,101.27,35.01,Maintenance
174.45,426.66,94.06,29.25,Normal
172.96,378.63,106.03,45.92,Normal
175.25,441.21,97.67,35.93,Normal
166.01,475.01,104.4,43.35,Fail
177.0,447.28,108.95,48.54,Normal
155.88,395.69,109.02,41.42,Maintenance
136.83,398.13,102.99,38.63,Normal
165.6,320.47,100.95,41.05,Fail
167.25,356.68,112.04,44.29,Maintenance
166.99,513.78,93.84,42.04,Maintenance
166.37,522.08,102.24,33.74,Normal
174.24,445.96,93.36,52.97,Normal
179.64,418.08,84.51,43.5,Fail
179.32,431.03,115.13,47.53,Maintenance
182.44,442.42,106.45,46.1,Fail
175.58,369.93,93.4,38.93,Fail
161.26,343.36,95.65,38.9,Fail
160.13,413.28,98.17,42.15,Maintenance
160.15,395.63,93.64,34.09,Maintenance
184.84,442.51,77.73,58.22,Maintenance
176.49,481.84,106.43,28.82,Normal
150.86,406.54,98.28,33.92,Maintenance
168.49,446.23,115.37,37.34,Normal
151.5,393.36,117.11,50.68,Fail
170.59,393.46,96.46,37.58,Maintenance
180.7,459.41,95.83,46.79,Fail
177.89,365.9,101.43,36.2,Maintenance
187.55,418.42,99.48,42.4,Maintenance
165.2,520.0,100.93,39.74,Fail
155.52,558.04,117.83,40.61,Maintenance
179.56,318.03,102.31,38.62,Fail
164.49,483.19,99.38,45.1,Normal
180.19,476.13,95.83,45.25,Maintenance
179.57,450.81,94.94,47.96,Maintenance
155.64,419.34,87.93,38.24,Fail
171.9,419.03,103.73,33.08,Normal
167.64,405.12,96.1,40.84,Maintenance
173.76,492.17,97.88,41.86,Fail
170.71,435.12,103.39,41.92,Normal
175.43,510.25,118.43,43.47,Maintenance
178.98,469.02,93.42,42.03,Fail
165.49,409.01,81.78,40.64,Maintenance
190.08,636.36,93.02,43.63,Fail
172.41,531.26,104.65,42.39,Normal
153.09,428.48,108.43,34.78,Maintenance
173.85,536.29,86.6,31.16,Normal
172.18,453.45,112.21,42.63,Fail
169.02,353.95,95.99,38.45,Maintenance
189.55,512.42,101.98,31.75,Normal
165.88,493.78,105.89,44.56,Normal
148.85,416.85,91.66,35.29,Fail
165.62,506.46,95.53,41.25,Fail
165.4,451.37,93.93,41.42,Fail
168.65,506.33,106.94,38.75,Fail
185.51,459.39,82.21,44.58,Maintenance
170.8,444.19,86.49,40.15,Normal
161.73,360.54,122.22,38.91,Maintenance
200.88,422.14,97.46,35.78,Maintenance
187.7,418.82,100.32,40.35,Maintenance
169.57,411.3,105.43,43.75,Fail
166.51,562.78,99.64,33.71,Normal
158.28,453.7,86.12,34.62,Normal
196.2,457.68,90.43,31.36,Normal
132.43,434.6,89.65,31.27,Maintenance
185.98,365.68,101.78,37.12,Maintenance
156.68,531.61,89.94,39.35,Normal
175.04,374.91,91.91,41.89,Fail
173.42,397.96,71.23,47.96,Maintenance
182.4,322.43,97.97,32.59,Normal
165.64,541.21,86.9,36.42,Maintenance
168.98,550.52,89.57,43.27,Fail
155.02,470.91,113.89,39.59,Maintenance
188.82,394.82,95.76,46.05,Fail
169.59,476.53,102.67,42.26,Maintenance
168.13,432.58,101.04,40.59,Normal
184.11,413.67,87.51,43.03,Normal
164.94,510.0,96.55,38.26,Fail
207.32,469.79,101.49,52.72,Maintenance
174.53,464.96,107.82,30.68,Normal
197.68,445.12,96.99,47.79,Normal
162.89,469.2,103.79,38.07,Fail
177.91,332.56,105.34,42.92,Fail
171.56,397.39,104.27,33.9,Maintenance
189.52,396.44,87.36,48.9,Normal
158.54,490.76,105.77,36.75,Fail
163.58,431.62,129.27,48.91,Normal
149.44,567.84,106.19,46.87,Maintenance
166.73,461.4,80.57,30.83,Maintenance
163.96,510.72,99.77,40.8,Maintenance
187.34,432.24,104.41,35.2,Fail
161.38,434.83,96.55,36.9,Maintenance
163.57,548.74,106.11,42.47,Maintenance
184.42,344.48,90.32,45.51,Normal
168.75,418.75,93.67,51.53,Maintenance
159.22,494.94,103.21,41.96,Maintenance
162.47,471.37,88.94,36.48,Normal
194.41,534.9,101.54,37.26,Fail
180.93,464.48,96.61,44.14,Normal
179.46,486.74,81.6,48.09,Maintenance
155.92,418.93,100.05,38.79,Maintenance
184.92,459.45,97.45,34.66,Fail
189.89,485.65,89.68,43.69,Normal
166.81,418.45,112.1,33.42,Normal
127.79,475.53,113.76,42.11,Fail
154.68,464.99,97.78,41.18,Normal
156.04,497.18,103.23,51.8,Maintenance
142.83,387.36,111.69,44.85,Maintenance
176.0,461.33,95.59,35.8,Fail
173.12,413.86,107.31,47.94,Normal
176.39,437.9,98.56,44.76,Fail
159.74,482.18,117.6,36.42,Maintenance
197.16,468.64,90.76,44.96,Normal
140.41,359.49,110.28,42.55,Normal
183.68,531.18,102.75,41.99,Fail
171.28,484.49,113.5,48.02,Normal
170.81,423.69,106.92,45.7,Normal
178.21,379.72,101.38,31.89,Normal
146.87,494.55,117.97,38.21,Normal
163.05,475.08,86.81,36.45,Maintenance
146.47,425.88,105.48,43.66,Normal
176.15,558.82,109.06,36.96,Maintenance
163.88,438.85,101.91,36.97,Normal
161.68,399.93,92.84,40.7,Maintenance
174.61,514.52,81.14,44.92,Fail
167.26,443.08,83.0,50.99,Normal
149.68,494.13,85.39,40.99,Normal
166.77,421.79,83.55,36.25,Fail
168.79,439.78,88.61,44.91,Maintenance
148.04,469.81,94.13,36.8,Maintenance
173.49,547.46,82.31,42.83,Fail
176.69,508.2,90.95,43.04,Normal
195.73,359.2,97.11,29.12,Normal
176.14,480.34,118.41,39.74,Normal
192.91,452.06,98.47,42.25,Fail
161.12,469.74,106.33,46.11,Normal
193.75,382.35,105.82,38.32,Normal
211.63,433.62,116.73,34.2,Fail
176.3,473.09,101.72,46.52,Normal
176.17,448.46,106.37,37.88,Normal
175.0,367.27,100.56,44.99,Normal
186.59,438.88,102.41,34.03,Normal
168.72,416.04,96.83,35.26,Maintenance
190.24,455.83,91.66,53.99,Normal
180.19,453.68,106.19,34.12,Normal
